ID,Automated,Regression,Section,Section Depth
C43347, No, No,C-AR-Domestic Bank Transfer,1
C43348, No, No,C-AR-Domestic Bank Transfer,1
C43349, No, No,C-AR-Domestic Bank Transfer,1
C43350, No, No,C-AR-Domestic Bank Transfer,1
C43351, No, No,C-AR-Domestic Bank Transfer,1
C43352, No, No,C-AR-Domestic Bank Transfer,1
C43353, No, No,C-AR-Domestic Bank Transfer,1
C43354, No, No,C-AR-Domestic Bank Transfer,1
C43355, No, No,C-AR-Domestic Bank Transfer,1
C43356, No, No,C-AR-Domestic Bank Transfer,1
C43357, No, No,C-AR-Domestic Bank Transfer,1
C43358, No, No,C-AR-Domestic Bank Transfer,1
C43359, No, No,C-AR-Domestic Bank Transfer,1
C43360, No, No,C-AR-Domestic Bank Transfer,1
C43361, No, No,C-AR-Domestic Bank Transfer,1
C43362, No, No,C-AR-Domestic Bank Transfer,1
C43363, No, No,C-AR-Domestic Bank Transfer,1
C43364, No, No,C-AR-Domestic Bank Transfer,1
C43365, No, No,C-AR-Domestic Bank Transfer,1
C43366, No, No,C-AR-Domestic Bank Transfer,1
C43367, No, No,C-AR-Domestic Bank Transfer,1
C43368, No, No,C-AR-Domestic Bank Transfer,1
C43369, No, No,C-AR-Domestic Bank Transfer,1
C43370, No, No,C-AR-Domestic Bank Transfer,1
C43371, No, No,C-AR-Domestic Bank Transfer,1
C43372, No, No,C-AR-Domestic Bank Transfer,1
C43373, No, No,C-AR-Domestic Bank Transfer,1
C43374, No, No,C-AR-Domestic Bank Transfer,1
C43375, No, No,C-AR-Domestic Bank Transfer,1
C43376, No, No,C-AR-Domestic Bank Transfer,1
C43377, No, No,C-AR-Domestic Bank Transfer,1
C43378, No, No,C-AR-Domestic Bank Transfer,1
C43379, No, No,C-AR-Domestic Bank Transfer,1
C43380, No, No,C-AR-Domestic Bank Transfer,1
C43381, No, No,C-AR-Domestic Bank Transfer,1
C43382, No, No,C-AR-Domestic Bank Transfer,1
C43383, No, No,C-AR-Domestic Bank Transfer,1
C43384, No, No,C-AR-Domestic Bank Transfer,1
C43385, No, No,C-AR-Domestic Bank Transfer,1
C43386, No, No,C-AR-Domestic Bank Transfer,1
C43387, No, No,C-AR-Domestic Bank Transfer,1
C43388, No, No,C-AR-Domestic Bank Transfer,1
C43389, No, No,C-AR-Domestic Bank Transfer,1
C43390, No, No,C-AR-Domestic Bank Transfer,1
C43391, No, No,C-AR-Domestic Bank Transfer,1
C43392, No, No,C-AR-Domestic Bank Transfer,1
C43393, No, No,C-AR-Domestic Bank Transfer,1
C43394, No, No,C-AR-Domestic Bank Transfer,1
C43395, No, No,C-AR-Domestic Bank Transfer,1
C43396, No, No,C-AR-Domestic Bank Transfer,1
C43397, No, No,C-AR-Domestic Bank Transfer,1
C43398, No, No,C-AR-Domestic Bank Transfer,1
C43399, No, No,C-AR-Domestic Bank Transfer,1
C43400, No, No,C-AR-Domestic Bank Transfer,1
C43401, No, No,C-AR-Domestic Bank Transfer,1
C43402, No, No,C-AR-Domestic Bank Transfer,1
C43403, No, No,C-AR-Domestic Bank Transfer,1
C43404, No, No,C-AR-Domestic Bank Transfer,1
C43405, No, No,C-AR-Domestic Bank Transfer,1
C43406, No, No,C-AR-Domestic Bank Transfer,1
C43407, No, No,C-AR-Domestic Bank Transfer,1
C43408, No, No,C-AR-Domestic Bank Transfer,1
C43409, No, No,C-AR-Domestic Bank Transfer,1
C43410, No, No,C-AR-Domestic Bank Transfer,1
C43411, No, No,C-AR-Domestic Bank Transfer,1
C43412, No, No,C-AR-Domestic Bank Transfer,1
C43413, No, No,C-AR-Domestic Bank Transfer,1
C43414, No, No,C-AR-Domestic Bank Transfer,1
C43415, No, No,C-AR-Domestic Bank Transfer,1
C43416, No, No,C-AR-Domestic Bank Transfer,1
C43417, No, No,C-AR-Domestic Bank Transfer,1
C43418, No, No,C-AR-Domestic Bank Transfer,1
C43419, No, No,C-AR-Domestic Bank Transfer,1
C43420, No, No,C-AR-Domestic Bank Transfer,1
C43421, No, No,C-AR-Domestic Bank Transfer,1
C43422, No, No,C-AR-Domestic Bank Transfer,1
C43423, No, No,C-AR-Domestic Bank Transfer,1
C43424, No, No,C-AR-Domestic Bank Transfer,1
C43425, No, No,C-AR-Domestic Bank Transfer,1
C43426, No, No,C-AR-Domestic Bank Transfer,1
C43427, No, No,C-AR-Domestic Bank Transfer,1
C43428, No, No,C-AR-Domestic Bank Transfer,1
C43429, No, No,C-AR-Domestic Bank Transfer,1
C43430, No, No,C-AR-Domestic Bank Transfer,1
C43431, No, No,C-AR-Domestic Bank Transfer,1
C43432, No, No,C-AR-Domestic Bank Transfer,1
C43433, No, No,C-AR-Domestic Bank Transfer,1
C43434, No, No,C-AR-Domestic Bank Transfer,1
C43435, No, No,C-AR-Domestic Bank Transfer,1
C43436, No, No,C-AR-Domestic Bank Transfer,1
C43976, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43977, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43978, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43979, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43980, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43981, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43982, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43983, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43984, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43985, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43986, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43987, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43988, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43989, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43990, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43991, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43992, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43993, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43994, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43995, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43996, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43997, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43998, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43999, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44000, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44001, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44002, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44003, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44004, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44005, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44006, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44007, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44008, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44009, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44010, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44011, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44012, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44013, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44014, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44015, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44016, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44017, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44018, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44019, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44020, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44021, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44022, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44023, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44024, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44025, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44026, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44027, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44028, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44029, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44030, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44031, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44032, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44033, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44034, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44035, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44036, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44037, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44038, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44039, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44040, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44041, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44042, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44043, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44044, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44045, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44046, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44047, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44048, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44049, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44050, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44051, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44052, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44053, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44054, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44055, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44056, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C44057, No, Regular Regression,C-AR-Import Enhancement Part 2,1
C43126, No, Regular Regression,Liquid Template XSS,1
C43127, No, Regular Regression,Liquid Template XSS,1
C43128, No, Regular Regression,Liquid Template XSS,1
C43129, No, Regular Regression,Liquid Template XSS,1
C43130, No, Regular Regression,Liquid Template XSS,1
C43131, No, Regular Regression,Liquid Template XSS,1
C43132, No, Regular Regression,Liquid Template XSS,1
C43133, No, Regular Regression,Liquid Template XSS,1
C43135, No, Regular Regression,Liquid Template XSS,1
C43136, No, Regular Regression,Liquid Template XSS,1
C43137, No, Regular Regression,Liquid Template XSS,1
C43138, No, Regular Regression,Liquid Template XSS,1
C43140, No, Regular Regression,Liquid Template XSS,1
C44333, No, Regular Regression,Inbound Mapping,2
C44331, No, Regular Regression,Outbound Mapping,2
C44332, No, Regular Regression,Outbound Mapping,2
C44368, No, Regular Regression,Outbound Mapping,2
C41819, No, Regular Regression,Dade Connector,0
C41820, No, Regular Regression,Dade Connector,0
C41744, No, Regular Regression,Embedded NS connector,1
C41745, No, Regular Regression,Customers,2
C41746, No, Regular Regression,Customers,2
C41747, No, Regular Regression,Customers,2
C41748, No, Regular Regression,Customers,2
C41749, No, Regular Regression,Customers,2
C41750, No, Regular Regression,Contacts,2
C41751, No, Regular Regression,Contacts,2
C41752, No, Regular Regression,Contacts,2
C41753, No, Regular Regression,Contacts,2
C41754, No, Regular Regression,Invoices and credit memos,2
C41755, No, Regular Regression,Invoices and credit memos,2
C41756, No, Regular Regression,Invoices and credit memos,2
C41757, No, Regular Regression,Invoices and credit memos,2
C41758, No, Regular Regression,Invoices and credit memos,2
C41777, No, Regular Regression,Invoices and credit memos,2
C41778, No, Regular Regression,Invoices and credit memos,2
C41779, No, Regular Regression,Invoices and credit memos,2
C41780, No, Regular Regression,Invoices and credit memos,2
C41781, No, Regular Regression,Invoices and credit memos,2
C41782, No, Regular Regression,Invoices and credit memos,2
C41783, No, Regular Regression,Invoices and credit memos,2
C41784, No, Regular Regression,Invoices and credit memos,2
C41785, No, Regular Regression,Invoices and credit memos,2
C41759, No, Regular Regression,Payments,2
C41760, No, Regular Regression,Payments,2
C41761, No, Regular Regression,Payments,2
C41762, No, Regular Regression,Payments,2
C41763, No, Regular Regression,Payments,2
C41764, No, Regular Regression,Payments,2
C41765, No, Regular Regression,Payments,2
C41766, No, Regular Regression,Payments,2
C41767, No, Regular Regression,Payments,2
C41768, No, Regular Regression,Payments,2
C41769, No, Regular Regression,Payments,2
C41770, No, Regular Regression,Payments,2
C41771, No, Regular Regression,Payments,2
C41772, No, Regular Regression,Payments,2
C41773, No, Regular Regression,Payments,2
C41774, No, Regular Regression,Payments,2
C41775, No, Regular Regression,Payments,2
C41709, No, Regular Regression,Native NetSuite,1
C43163, No, Regular Regression,Native NetSuite,1
C43164, No, Regular Regression,Native NetSuite,1
C41710, No, Regular Regression,Native NetSuite,1
C43165, No, Regular Regression,Native NetSuite,1
C43166, No, Regular Regression,Native NetSuite,1
C41711, No, Regular Regression,Native NetSuite,1
C43167, No, Regular Regression,Native NetSuite,1
C43168, No, Regular Regression,Native NetSuite,1
C41712, No, Regular Regression,Native NetSuite,1
C43169, No, Regular Regression,Native NetSuite,1
C43170, No, Regular Regression,Native NetSuite,1
C41713, No, Regular Regression,Native NetSuite,1
C42144, No, Regular Regression,Settlement and Fees reporting,2
C42145, No, Regular Regression,Settlement and Fees reporting,2
C42146, No, Regular Regression,Settlement and Fees reporting,2
C42147, No, Regular Regression,Settlement and Fees reporting,2
C42148, No, Regular Regression,Settlement and Fees reporting,2
C42151, No, Regular Regression,Settlement and Fees reporting,2
C42152, No, Regular Regression,Settlement and Fees reporting,2
C42153, No, Regular Regression,Settlement and Fees reporting,2
C41716, No, Regular Regression,UCP,2
C41717, No, Regular Regression,UCP,2
C41718, No, Regular Regression,UCP,2
C41720, No, Regular Regression,UCP,2
C41721, No, Regular Regression,UCP,2
C41722, No, Regular Regression,UCP,2
C41723, No, Regular Regression,UCP,2
C41724, No, Regular Regression,UCP,2
C41725, No, Regular Regression,UCP,2
C41726, No, Regular Regression,UCP,2
C41727, No, Regular Regression,UCP,2
C41728, No, Regular Regression,CDS Wallet,2
C41729, No, Regular Regression,CDS Wallet,2
C41730, No, Regular Regression,CDS Wallet,2
C41735, No, Regular Regression,CDS Wallet,2
C41736, No, Regular Regression,CDS Wallet,2
C41737, No, Regular Regression,CDS Wallet,2
C41738, No, Regular Regression,CDS Wallet,2
C41739, No, Regular Regression,CDS Wallet,2
C41714, No, Regular Regression,CDS Wallet,2
C41715, No, Regular Regression,CDS Wallet,2
C36921, Yes, Regular Regression,Customer Import,3
C36463, No, Regular Regression,Customer Import,3
C36464, No, Regular Regression,Customer Import,3
C36465, No, Regular Regression,Customer Import,3
C36466, No, Regular Regression,Customer Import,3
C36467, No, Regular Regression,Customer Import,3
C36468, No, Regular Regression,Customer Import,3
C36469, No, Regular Regression,Customer Import,3
C36470, No, Regular Regression,Customer Import,3
C40089, No, Regular Regression,Customer Import,3
C36922, No, Regular Regression,Invoice Import,3
C36471, No, Regular Regression,Invoice Import,3
C36472, No, Regular Regression,Invoice Import,3
C36473, No, Regular Regression,Invoice Import,3
C36474, No, Regular Regression,Invoice Import,3
C36475, No, Regular Regression,Invoice Import,3
C36476, No, Regular Regression,Invoice Import,3
C36477, No, Regular Regression,Invoice Import,3
C36478, No, Regular Regression,Invoice Import,3
C36479, No, Regular Regression,Invoice Import,3
C36480, No, Regular Regression,Invoice Import,3
C36481, No, Regular Regression,Invoice Import,3
C36482, No, Regular Regression,Invoice Import,3
C36483, No, Regular Regression,Invoice Import,3
C36484, No, Regular Regression,Invoice Import,3
C36485, No, Regular Regression,Invoice Import,3
C36486, No, Regular Regression,Invoice Import,3
C36487, No, Regular Regression,Invoice Import,3
C36488, No, Regular Regression,Invoice Import,3
C36489, No, Regular Regression,Invoice Import,3
C36490, No, Regular Regression,Invoice Import,3
C36491, No, Regular Regression,Invoice Import,3
C36492, No, Regular Regression,Invoice Import,3
C36493, No, Regular Regression,Invoice Import,3
C40090, No, Regular Regression,Invoice Import,3
C36923, No, Regular Regression,Credit Memo Import,3
C36495, No, Regular Regression,Credit Memo Import,3
C36496, No, Regular Regression,Credit Memo Import,3
C36497, No, Regular Regression,Credit Memo Import,3
C36498, No, Regular Regression,Credit Memo Import,3
C36499, No, Regular Regression,Credit Memo Import,3
C36500, No, Regular Regression,Credit Memo Import,3
C36501, No, Regular Regression,Credit Memo Import,3
C36502, No, Regular Regression,Credit Memo Import,3
C36503, No, Regular Regression,Credit Memo Import,3
C36504, No, Regular Regression,Credit Memo Import,3
C40091, No, Regular Regression,Credit Memo Import,3
C36924, No, Regular Regression,Payment Import,3
C36511, No, Regular Regression,Payment Import,3
C36512, No, Regular Regression,Payment Import,3
C36513, No, Regular Regression,Payment Import,3
C36514, No, Regular Regression,Payment Import,3
C36515, No, Regular Regression,Payment Import,3
C36516, No, Regular Regression,Payment Import,3
C36517, No, Regular Regression,Payment Import,3
C36518, No, Regular Regression,Payment Import,3
C36519, No, Regular Regression,Payment Import,3
C36520, No, Regular Regression,Payment Import,3
C36521, No, Regular Regression,Payment Import,3
C36522, No, Regular Regression,Payment Import,3
C36523, No, Regular Regression,Payment Import,3
C36524, No, Regular Regression,Payment Import,3
C36525, No, Regular Regression,Payment Import,3
C36526, No, Regular Regression,Payment Import,3
C36527, No, Regular Regression,Payment Import,3
C40092, No, Regular Regression,Payment Import,3
C40093, No, Regular Regression,Payment Import,3
C36920, No, Regular Regression,Payment Export,3
C36908, No, Regular Regression,Payment Export,3
C36909, No, Regular Regression,Payment Export,3
C36910, No, Regular Regression,Payment Export,3
C36911, No, Regular Regression,Payment Export,3
C36912, No, Regular Regression,Payment Export,3
C36913, No, Regular Regression,Payment Export,3
C36914, No, Regular Regression,Payment Export,3
C36915, No, Regular Regression,Payment Export,3
C36916, No, Regular Regression,Payment Export,3
C36917, No, Regular Regression,Payment Export,3
C36918, No, Regular Regression,Payment Export,3
C36919, No, Regular Regression,Payment Export,3
C40212, No, Regular Regression,Payment Export,3
C40325, No, Regular Regression,Customer Sync from F&SCM to C-AR,3
C40326, No, Regular Regression,Customer Sync from F&SCM to C-AR,3
C40327, No, Regular Regression,Customer Sync from F&SCM to C-AR,3
C40328, No, Regular Regression,Customer Sync from F&SCM to C-AR,3
C40319, No, Regular Regression,Invoice/Credit Sync from F&SCM to C-AR,3
C40320, No, Regular Regression,Invoice/Credit Sync from F&SCM to C-AR,3
C40322, No, Regular Regression,Invoice/Credit Sync from F&SCM to C-AR,3
C40323, No, Regular Regression,Invoice/Credit Sync from F&SCM to C-AR,3
C40324, No, Regular Regression,Invoice/Credit Sync from F&SCM to C-AR,3
C40339, No, Regular Regression,Credits from F&SCM to C-AR,3
C40340, No, Regular Regression,Credits from F&SCM to C-AR,3
C40341, No, Regular Regression,Credits from F&SCM to C-AR,3
C40342, No, Regular Regression,Credits from F&SCM to C-AR,3
C40343, No, Regular Regression,Credits from F&SCM to C-AR,3
C40344, No, Regular Regression,Credits from F&SCM to C-AR,3
C40345, No, Regular Regression,Credits from F&SCM to C-AR,3
C40329, No, Regular Regression,Payments from F&SCM to C-AR,3
C40330, No, Regular Regression,Payments from F&SCM to C-AR,3
C40331, No, Regular Regression,Payments from F&SCM to C-AR,3
C40332, No, Regular Regression,Payments from F&SCM to C-AR,3
C40333, No, Regular Regression,Payments from F&SCM to C-AR,3
C40334, No, Regular Regression,Payments from F&SCM to C-AR,3
C40346, No, Regular Regression,Customer Sync from C-AR to F&SCM,3
C40347, No, Regular Regression,Customer Sync from C-AR to F&SCM,3
C40348, No, Regular Regression,Customer Sync from C-AR to F&SCM,3
C40349, No, Regular Regression,Customer Sync from C-AR to F&SCM,3
C40335, No, Regular Regression,Credits from C-AR to F&SCM,3
C40336, No, Regular Regression,Credits from C-AR to F&SCM,3
C40337, No, Regular Regression,Credits from C-AR to F&SCM,3
C40338, No, Regular Regression,Credits from C-AR to F&SCM,3
C40358, No, Regular Regression,Payments from C-AR to F&SCM,3
C40359, No, Regular Regression,Payments from C-AR to F&SCM,3
C40360, No, Regular Regression,Payments from C-AR to F&SCM,3
C40361, No, Regular Regression,Payments from C-AR to F&SCM,3
C40362, No, Regular Regression,Payments from C-AR to F&SCM,3
C40363, No, Regular Regression,Payments from C-AR to F&SCM,3
C40364, No, Regular Regression,Payments from C-AR to F&SCM,3
C40365, No, Regular Regression,Payments from C-AR to F&SCM,3
C40350, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C40351, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C40352, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C40353, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C40354, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C40355, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C40356, No, Regular Regression,Payments with Surcharges from C-AR to F&SCM,3
C34486, No, Regular Regression,Customers from BC to C-AR,2
C34487, No, Regular Regression,Customers from BC to C-AR,2
C34488, No, Regular Regression,Customers from BC to C-AR,2
C34489, No, Regular Regression,Customers from BC to C-AR,2
C42136, No, Regular Regression,Customers from BC to C-AR,2
C34490, No, Regular Regression,Invoices from BC to C-AR,2
C34491, No, Regular Regression,Invoices from BC to C-AR,2
C34492, No, Regular Regression,Invoices from BC to C-AR,2
C34493, No, Regular Regression,Invoices from BC to C-AR,2
C34494, No, Regular Regression,Credit Memos from BC to C-AR,2
C34495, No, Regular Regression,Credit Memos from BC to C-AR,2
C34496, No, Regular Regression,Credit Memos from BC to C-AR,2
C34497, No, Regular Regression,Payment Method - CC,3
C34498, No, Regular Regression,Payment Method - CC,3
C34500, No, Regular Regression,Payment Method - CC,3
C34501, No, Regular Regression,Payment Method - ACH,3
C34502, No, Regular Regression,Payment Method - ACH,3
C34503, No, Regular Regression,Payment Method - ACH,3
C34504, No, Regular Regression,Payment Method - Gift Card,3
C34505, No, Regular Regression,Payment Method - Gift Card,3
C34506, No, Regular Regression,Payment Method - Gift Card,3
C34507, No, Regular Regression,Wallet from Business Central to C-AR,2
C34508, No, Regular Regression,Wallet from Business Central to C-AR,2
C34509, No, Regular Regression,Wallet from Business Central to C-AR,2
C34510, No, Regular Regression,Wallet from Business Central to C-AR,2
C34511, No, Regular Regression,Wallet from Business Central to C-AR,2
C34512, No, Regular Regression,Wallet from Business Central to C-AR,2
C34513, No, Regular Regression,Wallet from Business Central to C-AR,2
C35626, No, Regular Regression,Customers from ARC to BC,2
C35631, No, Regular Regression,Invoice Payments from ARC to BC,2
C35632, No, Regular Regression,Invoice Payments from ARC to BC,2
C35635, No, Regular Regression,Invoice Payments from ARC to BC,2
C35636, No, Regular Regression,Invoice Payments from ARC to BC,2
C35637, No, Regular Regression,Wallet from ARC to BC,2
C35638, No, Regular Regression,Wallet from ARC to BC,2
C41043, No, Regular Regression,Business Central - Warehouse,1
C41044, No, Regular Regression,Business Central - POS,1
C44087, No, Regular Regression,Business Central - POS,1
C44288, No, Regular Regression,Business Central - POS,1
C44289,, Regular Regression,Business Central - POS,1
C44290, No, Regular Regression,Business Central - POS,1
C44291, No, Regular Regression,Business Central - POS,1
C44278, No, Regular Regression,Business Central - Gift Card,1
C44279, No, Regular Regression,Business Central - Gift Card,1
C44280, No, Regular Regression,Business Central - Gift Card,1
C44281, No, Regular Regression,Business Central - Gift Card,1
C44282, No, Regular Regression,Business Central - Gift Card,1
C44283, No, Regular Regression,Business Central - Gift Card,1
C44284, No, Regular Regression,Business Central - Gift Card,1
C44285, No, Regular Regression,Business Central - Gift Card,1
C44286, No, Regular Regression,Business Central - Gift Card,1
C44287, No, Regular Regression,Business Central - Gift Card,1
C44275, No, Regular Regression,Business Central,1
C44276, No, Regular Regression,Business Central,1
C44277, No, Regular Regression,Business Central,1
C36100, Yes, Regular Regression,Customers sync to C-AR,3
C36101, No, Regular Regression,Customers sync to C-AR,3
C36102, Yes, Regular Regression,Customers sync to C-AR,3
C36104, No, Regular Regression,Customers sync to C-AR,3
C36109, No, Regular Regression,Invoice sync to C-AR,3
C36110, No, Regular Regression,Invoice sync to C-AR,3
C36111, No, Regular Regression,Invoice sync to C-AR,3
C36112, No, Regular Regression,Invoice sync to C-AR,3
C36113, No, Regular Regression,Invoice sync to C-AR,3
C36114, No, Regular Regression,Invoice sync to C-AR,3
C36115, No, Regular Regression,Invoice sync to C-AR,3
C36116, No, Regular Regression,Payments sync to C-AR,3
C36117, No, Regular Regression,Payments sync to C-AR,3
C36118, No, Regular Regression,Payments sync to C-AR,3
C36119, No, Regular Regression,Payments sync to C-AR,3
C36120, No, Regular Regression,Payments sync to C-AR,3
C36121, No, Regular Regression,Payments sync to C-AR,3
C36122, No, Regular Regression,Payments sync to C-AR,3
C36129, No, Regular Regression,Credit memo sync to C-AR,3
C36130, No, Regular Regression,Credit memo sync to C-AR,3
C36131, No, Regular Regression,Credit memo sync to C-AR,3
C36132, No, Regular Regression,Credit memo sync to C-AR,3
C36133, No, Regular Regression,Credit memo sync to C-AR,3
C36136, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36137, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36138, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36139, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36140, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36141, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36142, No, Regular Regression,Overpayments & advances sync to C-AR,3
C36180, No, Regular Regression,Invoice payments sync to intacct,3
C36181, No, Regular Regression,Invoice payments sync to intacct,3
C36182, No, Regular Regression,Invoice payments sync to intacct,3
C36183, No, Regular Regression,Invoice payments sync to intacct,3
C36184, No, Regular Regression,Invoice payments sync to intacct,3
C36185, No, Regular Regression,Invoice payments sync to intacct,3
C36186, No, Regular Regression,Invoice payments sync to intacct,3
C36187, No, Regular Regression,Invoice payments sync to intacct,3
C36188, No, Regular Regression,Invoice payments sync to intacct,3
C36189, No, Regular Regression,Invoice payments sync to intacct,3
C36190, No, Regular Regression,Invoice payments sync to intacct,3
C36191, No, Regular Regression,Invoice payments sync to intacct,3
C36192, No, Regular Regression,Invoice payments sync to intacct,3
C36193, No, Regular Regression,Invoice payments sync to intacct,3
C36194, No, Regular Regression,Invoice payments sync to intacct,3
C36195, No, Regular Regression,Invoice payments sync to intacct,3
C36196, No, Regular Regression,Invoice payments sync to intacct,3
C36197, No, Regular Regression,Invoice payments sync to intacct,3
C36198, No, Regular Regression,Invoice payments sync to intacct,3
C36199, No, Regular Regression,Invoice payments sync to intacct,3
C36200, No, Regular Regression,Invoice payments sync to intacct,3
C36201, No, Regular Regression,Invoice payments sync to intacct,3
C36202, No, Regular Regression,Invoice payments sync to intacct,3
C36203, No, Regular Regression,Invoice payments sync to intacct,3
C36204, No, Regular Regression,Invoice payments sync to intacct,3
C36205, No, Regular Regression,Invoice payments sync to intacct,3
C36206, No, Regular Regression,Invoice payments sync to intacct,3
C36207, No, Regular Regression,Invoice payments sync to intacct,3
C36208, No, Regular Regression,Invoice payments sync to intacct,3
C36209, No, Regular Regression,Invoice payments sync to intacct,3
C36210, No, Regular Regression,Invoice payments sync to intacct,3
C36211, No, Regular Regression,Invoice payments sync to intacct,3
C36212, No, Regular Regression,Invoice payments sync to intacct,3
C36213, No, Regular Regression,Invoice payments sync to intacct,3
C36214, No, Regular Regression,Invoice payments sync to intacct,3
C43963, No, No,SI-521 Intacct - Process a Capture on the Sales Order via CDS,3
C43964, No, No,SI-521 Intacct - Process a Capture on the Sales Order via CDS,3
C43965, No, No,SI-520 Intacct - Authorize a Sales Order via CDS,3
